,district,ward,coordinates,kind,Legal,surface,floor,bedRoom,bathRoom,environment,utility,price
19190,Quận 3,Phường 14,"[10.75384, 106.65692]",Nhà phố,"[1, 0, 0]",80.0,,,,,,137500000.0
19191,Quận 6,Phường 14,"[10.7564, 106.6365]",Nhà phố,"[1, 0, 0]",54.0,2.0,2.0,2.0,,,138888888.889
19192,Quận Bình Tân,Phường Tân Tạo,"[10.75745, 106.58688]",Nhà phố,"[1, 0, 0]",32.0,1.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn ,",243750000.0
19193,Huyện Nhà Bè,Xã Phước Kiển,"[10.70364, 106.70937]",Nhà phố,"[1, 0, 0]",150.0,3.0,4.0,3.0,,,58666666.6667
19194,Quận Bình Thạnh,Phường 05,"[10.81172, 106.68735]",Nhà phố,"[1, 0, 0]",88.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,",,170454545.455
19195,Quận 1,Phường Tân Ðịnh,"[10.79315, 106.69044]",Nhà phố,"[1, 0, 0]",68.0,,,,,,110294117.647
19196,Quận 3,Phường 09,"[10.78236, 106.67903]",Nhà phố,"[1, 0, 0]",683.0,,,,,,219619326.501
19197,Quận 1,Phường Tân Ðịnh,"[10.79315, 106.69044]",Nhà phố,"[1, 0, 0]",48.0,,,,,,143750000.0
19198,Quận Bình Tân,Phường Bình Trị Đông,"[10.76611, 106.61713]",Nhà phố,"[1, 0, 0]",50.0,2.0,3.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn ,",44000000.0
19199,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",80.0,,,,,,72500000.0
19200,Quận 12,Phường Trung Mỹ Tây,"[10.81522, 106.86619]",Nhà phố,"[1, 0, 0]",100.0,,4.0,,,,75000000.0
19201,Quận 10,Phường 01,"[10.81725, 106.68799]",Nhà phố,"[1, 0, 0]",110.0,,,,,,111818181.818
19202,Quận 1,Phường Bến Thành,"[10.77414, 106.69601]",Nhà phố,"[1, 0, 0]",160.0,,,,,,556250000.0
19203,Quận Phú Nhuận,Phường 01,"[10.79877, 106.6827]",Nhà phố,"[1, 0, 0]",72.0,,,,,,100000000.0
19204,Quận Bình Thạnh,Phường 01,"[10.79803, 106.69692]",Nhà phố,"[1, 0, 0]",80.0,3.0,,,,,106250000.0
19205,Quận 1,Phường Bến Nghé,"[10.77887, 106.69893]",Nhà phố,"[1, 0, 0]",72.0,,,,,,170833333.333
19206,Quận 1,Phường Nguyễn Cư Trinh,"[10.76242, 106.68446]",Nhà phố,"[1, 0, 0]",136.0,,,,,,73529411.7647
19207,Quận 3,Phường 07,"[10.78411, 106.68729]",Nhà phố,"[1, 0, 0]",68.0,,,,,,351470588.235
19208,Quận 3,Phường 08,"[10.78774, 106.68727]",Nhà phố,"[1, 0, 0]",442.0,,,,,,305429864.253
19209,Quận Thủ Đức,Phường Linh Ðông,"[10.84067, 106.74569]",Nhà phố,"[1, 0, 0]",70.0,3.0,4.0,4.0,,,50000000.0
19210,Quận 10,Phường 06,"[10.76257, 106.66355]",Nhà phố,"[1, 0, 0]",40.0,2.0,4.0,3.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Gần biển,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",102500000.0
19211,Huyện Nhà Bè,Xã Phước Kiển,"[10.70364, 106.70937]",Nhà phố,"[1, 0, 0]",90.0,2.0,2.0,3.0,,,72222222.2222
19212,Quận 1,Phường Bến Thành,"[10.77414, 106.69601]",Nhà phố,"[1, 0, 0]",125.0,,,,,,128000000.0
19213,Huyện Hóc Môn,Xã Ðông Thạnh,"[10.88397, 106.58706]",Nhà phố,"[1, 0, 0]",80.0,1.0,2.0,1.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Gần biển,Công viên,Khu an ninh ,","Máy giặt,Ban công / Sân thượng,Đầy đủ nội thất ,",8662500.0
19214,Quận 1,Phường Cô Giang,"[10.76175, 106.69508]",Nhà phố,"[1, 0, 0]",145.0,,,,,,151724137.931
19215,Quận 1,Phường Bến Thành,"[10.77414, 106.69601]",Nhà phố,"[1, 0, 0]",270.0,,,,,,55555555.5556
19216,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Nhà phố,"[1, 0, 0]",56.0,,,,,,162500000.0
19217,Quận Tân Phú,Phường Phú Thọ Hoà,"[10.78544, 106.6288]",Nhà phố,"[1, 0, 0]",76.0,3.0,,,,,61842105.2632
19218,Quận 10,Phường 11,"[10.77378, 106.67901]",Nhà phố,"[1, 0, 0]",80.0,3.0,,,,,147500000.0
19219,Quận 3,Phường 14,"[10.75384, 106.65692]",Nhà phố,"[1, 0, 0]",86.0,,,,,,218604651.163
19220,Quận Phú Nhuận,Phường 01,"[10.79877, 106.6827]",Nhà phố,"[1, 0, 0]",67.0,,,,,,173134328.358
19221,Quận Gò Vấp,Phường 14,"[10.7943, 106.63978]",Nhà phố,"[1, 0, 0]",160.0,4.0,4.0,4.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn ,",16250000.0
19222,Quận Phú Nhuận,Phường 14,"[10.79272, 106.66962]",Nhà phố,"[1, 0, 0]",68.0,,,,,,161764705.882
19223,Quận Tân Phú,Phường Phú Thạnh,"[10.77984, 106.63111]",Nhà phố,"[1, 0, 0]",350.0,6.0,,,,,72857142.8571
19224,Huyện Nhà Bè,Xã Phước Kiển,"[10.70364, 106.70937]",Nhà phố,"[1, 0, 0]",199.0,2.0,4.0,3.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Hồ bơi,Máy giặt,Ban công / Sân thượng,Đầy đủ nội thất,Sân vườn,Phòng tập gym ,",26633165.8291
19225,Quận 5,Phường 02,"[10.76459, 106.67332]",Nhà phố,"[1, 0, 0]",32.0,3.0,5.0,5.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên ,","Điều hòa,Máy giặt,Wifi ,",112500000.0
19226,Huyện Nhà Bè,Xã Phước Kiển,"[10.70364, 106.70937]",Biệt thự/ Villa,"[1, 0, 0]",96.0,2.0,4.0,3.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Hồ bơi,Ban công / Sân thượng,Sân vườn ,",55208333.3333
19227,Huyện Nhà Bè,Xã Nhơn Ðức,"[10.67139, 106.7037]",Nhà phố,"[1, 0, 0]",100.0,2.0,4.0,3.0,,,13000000.0
19228,Quận 1,Phường Tân Ðịnh,"[10.79315, 106.69044]",Nhà phố,"[1, 0, 0]",98.0,,,,,,130612244.898
19229,Quận 1,Phường Ða Kao,"[10.7883, 106.69832]",Nhà phố,"[1, 0, 0]",93.0,,,,,,150537634.409
19230,Huyện Nhà Bè,Thị Trấn Nhà Bè,"[10.69329, 106.74142]",Nhà phố,"[1, 0, 0]",108.0,3.0,4.0,1.0,,,48148148.1481
19231,Huyện Bình Chánh,Xã Phạm Văn Hai,"[10.81827, 106.53669]",Khác,"[1, 0, 0]",64.0,,,,"Trường học,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,",,7187500.0
19232,Quận 6,Phường 06,"[10.75322, 106.64649]",Nhà phố,,72.0,1.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Đầy đủ nội thất,Wifi ,",59722222.2222
19233,Quận 1,Phường Nguyễn Cư Trinh,"[10.76242, 106.68446]",Nhà phố,"[1, 0, 0]",120.0,,,,,,98333333.3333
19234,Quận 12,Phường Thạnh Xuân,"[10.87846, 106.67151]",Nhà phố,"[1, 0, 0]",200.0,,,,,,14000000.0
19235,Quận Phú Nhuận,Phường 05,"[10.79024, 106.66222]",Nhà phố,"[1, 0, 0]",432.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,",,87962962.963
19236,Quận 12,Phường Thạnh Xuân,"[10.87846, 106.67151]",Nhà phố,"[1, 0, 0]",150.0,3.0,4.0,5.0,,,14666666.6667
19237,Quận Tân Bình,Phường 15,"[10.79788, 106.67878]",Nhà phố,,72.0,3.0,6.0,6.0,"Trường học,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Đầy đủ nội thất,Wifi,Phòng tập gym ,",69444444.4444
19238,Quận 3,Phường 01,"[10.75423, 106.67891]",Nhà phố,"[1, 0, 0]",75.0,,,,,,77333333.3333
19239,Quận 3,Phường 08,"[10.78774, 106.68727]",Nhà phố,"[1, 0, 0]",122.0,,,,,,155737704.918
19240,Huyện Bình Chánh,Xã Phạn Văn Hai,"[10.81917, 106.53676]",Nhà phố,"[1, 0, 0]",72.0,1.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,",,11944444.4444
19241,Quận 7,Phường Phú Mỹ,"[10.69494, 106.73993]",Nhà phố,"[1, 0, 0]",28.0,2.0,2.0,1.0,,,28214285.7143
19242,Huyện Nhà Bè,Xã Nhơn Ðức,"[10.67139, 106.7037]",Nhà phố,"[1, 0, 0]",48.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng ,",,17708333.3333
19243,Huyện Nhà Bè,Thị Trấn Nhà Bè,"[10.69329, 106.74142]",Nhà phố,"[1, 0, 0]",100.0,2.0,4.0,3.0,,,13000000.0
19244,Huyện Nhà Bè,Xã Nhơn Ðức,"[10.67139, 106.7037]",Nhà phố,"[1, 0, 0]",49.0,1.0,2.0,1.0,,,15306122.449
19245,Quận Tân Bình,Phường 15,"[10.79788, 106.67878]",Nhà phố,,105.0,1.0,3.0,3.0,"Trường học,Siêu thị,Bệnh viện,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Đầy đủ nội thất,Wifi ,",33333333.3333
19246,Quận Tân Bình,Phường 15,"[10.79788, 106.67878]",Nhà phố,,71.0,1.0,3.0,3.0,"Trường học,Gần biển,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Đầy đủ nội thất,Wifi,Phòng tập gym ,",47887323.9437
19247,Huyện Nhà Bè,Xã Nhơn Ðức,"[10.67139, 106.7037]",Nhà phố,"[1, 0, 0]",49.0,1.0,2.0,1.0,,,15306122.449
19248,Quận 1,Phường Tân Ðịnh,"[10.79315, 106.69044]",Nhà phố,"[1, 0, 0]",36.0,2.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Internet cáp quang,Wifi ,",75000000.0
19249,Huyện Hóc Môn,Xã Xuân Thới Sơn,"[10.86928, 106.56048]",Nhà phố,"[1, 0, 0]",100.0,2.0,3.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Máy giặt,Internet cáp quang,Ban công / Sân thượng,Wifi,Sân vườn ,",7200000.0
19250,Quận Bình Thạnh,Phường 24,"[10.80606, 106.70468]",Nhà phố,"[1, 0, 0]",80.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,",,156250000.0
19251,Quận 12,Phường Thạnh Lộc,"[10.87822, 106.68548]",Nhà phố,"[1, 0, 0]",83.0,3.0,4.0,4.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,",,38554216.8675
19252,Quận Thủ Đức,Phường Hiệp Bình Phước,"[10.84443, 106.7091]",Nhà phố,"[1, 0, 0]",200.0,2.0,5.0,2.0,"Trường học,Siêu thị,Giao thông công cộng,Khu an ninh ,",,40000000.0
19253,Quận 1,Phường Bến Thành,"[10.77414, 106.69601]",Nhà phố,"[1, 0, 0]",114.0,,,,,,157894736.842
19254,Quận Tân Phú,Phường Sơn Kỳ,"[10.80508, 106.61903]",Nhà phố,"[1, 0, 0]",240.0,3.0,4.0,5.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",12500000.0
19255,Quận Bình Tân,Phường Bình Trị Đông,"[10.76611, 106.61713]",Nhà phố,,108.0,1.0,2.0,1.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi ,",48148148.1481
19256,Quận 1,Phường Tân Ðịnh,"[10.79315, 106.69044]",Nhà phố,"[1, 0, 0]",62.0,,,,,,145161290.323
19257,Quận 1,Phường Bến Thành,"[10.77414, 106.69601]",Nhà phố,"[1, 0, 0]",80.0,,,,,,121250000.0
19258,Quận 3,Phường 05,"[10.77115, 106.68653]",Nhà phố,"[1, 0, 0]",122.0,,,,,,102459016.393
19259,Quận Bình Tân,Phường An Lạc,"[10.72852, 106.61238]",Nhà phố,"[1, 0, 0]",72.0,5.0,6.0,4.0,,,59722222.2222
19260,Quận 3,Phường 05,"[10.77115, 106.68653]",Nhà phố,"[1, 0, 0]",72.0,,,,,,120833333.333
19261,Quận Phú Nhuận,Phường 13,"[10.79094, 106.66911]",Nhà phố,"[1, 0, 0]",44.0,,,,,,163636363.636
19262,Quận 1,Phường Cầu Ông Lãnh,"[10.7651, 106.69618]",Nhà phố,"[1, 0, 0]",88.0,,,,,,130681818.182
19263,Quận 3,Phường 06,"[10.78024, 106.6907]",Nhà phố,"[1, 0, 0]",108.0,,,,,,240740740.741
19264,Quận 1,Phường Bến Thành,"[10.77414, 106.69601]",Nhà phố,"[1, 0, 0]",68.0,3.0,,,,,176470588.235
19265,Quận Gò Vấp,Phường 6,"[10.83834, 106.67126]",Nhà phố,"[1, 0, 0]",92.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,",,48913043.4783
19266,Quận 3,Phường 14,"[10.75384, 106.65692]",Nhà phố,"[1, 0, 0]",95.0,,,,,,142105263.158
19267,Quận 1,Phường Tân Ðịnh,"[10.79315, 106.69044]",Nhà phố,"[1, 0, 0]",80.0,4.0,,,,,237500000.0
19268,Quận 1,Phường Cô Giang,"[10.76175, 106.69508]",Nhà phố,"[1, 0, 0]",80.0,,,,,,206250000.0
19269,Quận 1,Phường Tân Ðịnh,"[10.79315, 106.69044]",Nhà phố,"[1, 0, 0]",328.0,,,,,,246951219.512
19270,Quận 1,Phường Bến Thành,"[10.77414, 106.69601]",Nhà phố,"[1, 0, 0]",88.0,,,,,,403409090.909
19271,Quận Tân Bình,Phường 08,"[10.78591, 106.65271]",Nhà phố,"[1, 0, 0]",70.0,4.0,5.0,4.0,,,121428571.429
19272,Quận Thủ Đức,Phường Hiệp Bình Chánh,"[10.82745, 106.72564]",Nhà phố,"[1, 0, 0]",93.0,2.0,4.0,1.0,,,37634408.6022
19273,Quận 12,Phường Thạnh Lộc,"[10.90059, 106.68898]",Nhà phố,"[1, 0, 0]",56.0,2.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Khu an ninh ,",,30357142.8571
19274,Quận Tân Bình,Phường 12,"[10.80121, 106.65062]",Nhà phố,"[1, 0, 0]",192.0,5.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,",,126041666.667
19275,Quận Thủ Đức,Phường Hiệp Bình Chánh,"[10.82745, 106.72564]",Nhà phố,"[1, 0, 0]",56.0,3.0,4.0,4.0,,,119642857.143
19276,Huyện Bình Chánh,Xã Tân Quý Tây,"[10.66719, 106.59824]",Nhà phố,"[1, 0, 0]",132.0,1.0,2.0,2.0,,,2500000.0
19277,Quận Tân Phú,Phường Tân Quý,"[10.79523, 106.62174]",Nhà phố,"[1, 0, 0]",54.0,3.0,,,,,83333333.3333
19278,Quận Tân Bình,Phường 10,"[10.79624, 106.67071]",Nhà phố,"[1, 0, 0]",59.0,,2.0,,"Giao thông công cộng,Khu an ninh ,",,61016949.1525
19279,Quận 1,Phường Nguyễn Cư Trinh,"[10.76242, 106.68446]",Nhà phố,"[1, 0, 0]",86.0,1.0,,,,,161627906.977
19280,Quận Tân Phú,Phường Tân Sơn Nhì,"[10.79979, 106.6306]",Nhà phố,"[1, 0, 0]",85.0,,,,,,135294117.647
19281,Quận 6,Phường 13,"[10.75323, 106.62963]",Nhà phố,"[1, 0, 0]",108.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,",,39814814.8148
19282,Quận Bình Tân,Phường Bình Hưng Hoà B,"[10.8003, 106.5927]",Nhà phố,"[1, 0, 0]",56.0,2.0,4.0,3.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",58928571.4286
19283,Quận Bình Tân,Phường Bình Hưng Hoà B,"[10.8003, 106.5927]",Nhà phố,"[1, 0, 0]",52.0,2.0,4.0,3.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",63461538.4615
19284,Quận Bình Tân,Phường Bình Hưng Hoà B,"[10.8003, 106.5927]",Nhà phố,"[1, 0, 0]",52.0,2.0,4.0,3.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",63461538.4615
19285,Quận 3,Phường 07,"[10.78411, 106.68729]",Nhà phố,"[0, 1, 0]",50.0,2.0,3.0,3.0,"Gần chùa,Khu an ninh ,",,136000000.0
19286,Quận 3,Phường 07,"[10.79034, 106.68167]",Nhà phố,"[1, 0, 0]",72.0,,,,,,111111111.111
19287,Quận 7,Phường Phú Mỹ,"[10.70815, 106.73828]",Nhà phố,,32.0,2.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Gần biển,Công viên,Khu an ninh ,","Điều hòa,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn ,",90625000.0
19288,Huyện Hóc Môn,Xã Xuân Thới Sơn,"[10.87796, 106.55887]",Nhà phố,"[1, 0, 0]",75.0,1.0,3.0,2.0,"Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Ban công / Sân thượng ,",5066666.66667
19289,Quận 10,Phường 06,"[10.76257, 106.66355]",Nhà phố,"[1, 0, 0]",30.0,3.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Internet cáp quang,Wifi ,",163333333.333
19290,Quận Tân Phú,Phường Tân Quý,"[10.79581, 106.62199]",Khác,"[0, 0, 1]",45.0,1.0,2.0,,,,57777777.7778
19291,Quận Thủ Đức,Phường Hiệp Bình Chánh,"[10.82745, 106.72564]",Nhà phố,"[1, 0, 0]",55.0,3.0,4.0,4.0,,,45454545.4545
19292,Quận Tân Bình,Phường 13,"[10.80386, 106.6434]",Nhà phố,"[1, 0, 0]",72.0,2.0,,,,,80555555.5556
19293,Quận 2,Phường Bình Trưng Ðông,"[10.78375, 106.78025]",Nhà phố,"[1, 0, 0]",94.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Gần biển,Công viên,Khu an ninh ,","Đầy đủ nội thất ,",101063829.787
19294,Quận Thủ Đức,Phường Bình Chiểu,"[10.88309, 106.72795]",Nhà phố,"[1, 0, 0]",60.0,2.0,,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,",,28333333.3333
19295,Huyện Bình Chánh,Xã Vĩnh Lộc A,"[10.82315, 106.56666]",Nhà phố,"[1, 0, 0]",56.0,1.0,3.0,3.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Gần biển,Công viên,Khu an ninh ,","Ban công / Sân thượng,Sân vườn ,",8214285.71429
19296,Huyện Bình Chánh,Xã Vĩnh Lộc A,"[10.82315, 106.56666]",Nhà phố,"[1, 0, 0]",48.0,1.0,2.0,2.0,,,15625000.0
19297,Quận 11,Phường 07,"[10.76219, 106.65779]",Nhà phố,"[1, 0, 0]",49.0,2.0,2.0,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Ban công / Sân thượng ,",122448979.592
19298,Quận Bình Thạnh,Phường 05,"[10.81172, 106.68735]",Khác,,60.0,2.0,,,,,58333333.3333
19299,Quận 3,Phường 02,"[10.76922, 106.68226]",Nhà phố,"[1, 0, 0]",44.0,3.0,,,,,131818181.818
19300,Quận 3,Phường 04,"[10.77535, 106.68478]",Nhà phố,"[1, 0, 0]",108.0,,,,,,175925925.926
19301,Quận Thủ Đức,Phường Hiệp Bình Phước,"[10.84443, 106.7091]",Nhà phố,"[1, 0, 0]",56.0,,,,,,66071428.5714
19302,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",35.0,1.0,,,"Giao thông công cộng,Công viên,Khu an ninh ,",,100000000.0
19303,Quận 3,Phường 05,"[10.77115, 106.68653]",Nhà phố,"[1, 0, 0]",19.0,3.0,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Internet cáp quang,Wifi ,",289473684.211
19304,Huyện Bình Chánh,Xã Tân Quý Tây,"[10.66719, 106.59824]",Nhà phố,"[1, 0, 0]",90.0,1.0,2.0,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Khu an ninh ,",,4000000.0
19305,Huyện Bình Chánh,Xã Bình Chánh,"[10.69114, 106.59674]",Nhà phố,"[1, 0, 0]",96.0,1.0,3.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,",,4791666.66667
19306,Quận 10,Phường 01,"[10.81725, 106.68799]",Nhà phố,"[1, 0, 0]",68.0,2.0,,,,,176470588.235
19307,Quận 10,Phường 12,"[10.76192, 106.65519]",Khác,"[1, 0, 0]",135.0,,,,,,114814814.815
19308,Quận 10,Phường 14,"[10.7736, 106.65997]",Nhà phố,"[1, 0, 0]",76.0,,,,"Giao thông công cộng,Công viên,Khu an ninh ,","Ban công / Sân thượng ,",94736842.1053
19309,Quận 10,Phường 12,"[10.76192, 106.65519]",Nhà phố,"[1, 0, 0]",72.0,,,,,,326388888.889
19310,Quận Phú Nhuận,Phường 07,"[10.79964, 106.68967]",Nhà phố,"[1, 0, 0]",120.0,3.0,,,,,99166666.6667
19311,Quận Thủ Đức,Phường Trường Thọ,"[10.8317, 106.75614]",Nhà phố,"[1, 0, 0]",100.0,1.0,3.0,,,,41000000.0
19312,Quận Tân Phú,Phường Tân Quý,"[10.79523, 106.62174]",Nhà phố,"[1, 0, 0]",200.0,2.0,4.0,3.0,,,28000000.0
19313,Quận Bình Tân,Phường Bình Hưng Hoà B,"[10.8003, 106.5927]",Nhà phố,"[1, 0, 0]",36.0,1.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",208333333.333
19314,Quận Thủ Đức,Phường Hiệp Bình Phước,"[10.85804, 106.72116]",Nhà phố,"[1, 0, 0]",50.0,3.0,4.0,3.0,"Trường học,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Điều hòa,Ban công / Sân thượng,Đầy đủ nội thất ,",54000000.0
19315,Huyện Bình Chánh,Xã Vĩnh Lộc A,"[10.82315, 106.56666]",Nhà phố,,50.0,1.0,2.0,2.0,,,50000000.0
19316,Quận 1,Phường Tân Ðịnh,"[10.79315, 106.69044]",Khác,"[1, 0, 0]",76.0,2.0,,,,,172368421.053
19317,Quận 1,Phường Tân Ðịnh,"[10.79315, 106.69044]",Khác,"[1, 0, 0]",60.0,4.0,,,,,266666666.667
19318,Quận Phú Nhuận,Phường 02,"[10.79765, 106.68533]",Khác,"[1, 0, 0]",60.0,1.0,,,,,100000000.0
19319,Quận Gò Vấp,Phường 10,"[10.83237, 106.67158]",Nhà phố,"[1, 0, 0]",70.0,,,,,,57142857.1429
19320,Quận Bình Tân,Phường Bình Hưng Hoà B,"[10.8003, 106.5927]",Nhà phố,"[1, 0, 0]",55.0,1.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Công viên,Khu an ninh ,","Điều hòa,Hồ bơi,Máy giặt,Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi,Sân vườn,Phòng tập gym ,",881818181.818
19321,Quận Tân Phú,Phường Tây Thạnh,"[10.81389, 106.62209]",Nhà phố,"[1, 0, 0]",64.0,,,,,,48437500.0
19322,Quận Thủ Đức,Phường Hiệp Bình Chánh,"[10.82745, 106.72564]",Nhà phố,"[1, 0, 0]",200.0,1.0,,,,,18000000.0
19323,Quận 3,Phường 09,"[10.78236, 106.67903]",Nhà phố,"[1, 0, 0]",233.0,,,,,,450643776.824
19324,Huyện Bình Chánh,Xã Bình Hưng Hòa,"[10.8231, 106.62966]",Nhà phố,"[1, 0, 0]",72.0,1.0,,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần nhà thờ,Công viên,Khu an ninh ,","Internet cáp quang,Sân vườn ,",8333333.33333
19325,Quận Thủ Đức,Phường Hiệp Bình Chánh,"[10.82745, 106.72564]",Nhà phố,"[0, 0, 1]",85.0,4.0,5.0,5.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần chùa,Gần nhà thờ,Công viên,Khu an ninh ,","Internet cáp quang,Ban công / Sân thượng,Đầy đủ nội thất,Wifi ,",88235294.1176
19326,Huyện Bình Chánh,Xã Phạm Văn Hai,"[10.81827, 106.53669]",Nhà phố,"[1, 0, 0]",72.0,,,,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Gần nhà thờ,Công viên,Khu an ninh ,","Internet cáp quang ,",8333333.33333
19327,Quận 1,Phường Nguyễn Thái Bình,"[10.76947, 106.7012]",Nhà phố,"[1, 0, 0]",180.0,,,,,,416666666.667
19328,Quận Thủ Đức,Phường Linh Trung,"[10.86202, 106.78333]",Nhà phố,"[1, 0, 0]",57.0,2.0,2.0,2.0,"Trường học,Siêu thị,Bệnh viện,Giao thông công cộng,Khu an ninh ,",,50877192.9825
